committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Foothills Republicans,Political Committee,47.04,12/9/21 0:00,Wix.Com Ltd,Tel Aviv,IS,L3 6701101,Bank Fees,Wix Payment Fees
Garnett Leadership Fund,Political Committee,63,12/9/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Griswold Leadership Pac,Political Committee,2,12/9/21 0:00,,,,,Bank Fees,
Leroy Garcia Leadership Fund,Political Committee,32.95,12/9/21 0:00,Uber Technologies Inc.,San Francisco,CA,94105,Travel & Lodging,Travel
Leroy Garcia Leadership Fund,Political Committee,15,12/9/21 0:00,Colorado Springs Airport,Colorado Springs,CO,80916,Travel & Lodging,Fees
Realtor Small Donor Committee (Rsdc),Small Donor Committee,2500,12/9/21 0:00,House Majority Project,Denver,CO,80218,Contributions,
Serena Lucha Leadership Fund,Political Committee,200,12/9/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Serena Lucha Leadership Fund,Political Committee,400,12/9/21 0:00,Elizabeth For Colorado,Glenwood Springs,CO,81601,Contributions,
Serena Lucha Leadership Fund,Political Committee,200,12/9/21 0:00,Javier For Colorado,Denver,CO,80219-5033,Contributions,
Colorado Credit Union Political Action Committee,Political Committee,37.15,12/10/21 0:00,Forte Payment Systems,Allen,TX,75013,Bank Fees,
Colorado Independent Auto Dealers Political Committee,Political Committee,625,12/10/21 0:00,Coloradans For Western Values Leadership Pac,Colo. Springs,CO,80918,Contributions,Contribution
Colorado Independent Auto Dealers Political Committee,Political Committee,625,12/10/21 0:00,Friends Of Larry Liston For Senate,Colo. Springs,CO,80909,Contributions,Contributions
Colorado Republican Committee,Political Party Committee,805,12/10/21 0:00,Maybell Group,Aurora,CO,80046,Fundraising Expenses,Fundraising Consulting And Commission
Edie Hooton Leadership Fund,Political Committee,13.83,12/10/21 0:00,Firstbank,Boulder,CO,80302,Bank Fees,
Garnett Leadership Fund,Political Committee,71,12/10/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Leroy Garcia Leadership Fund,Political Committee,1.75,12/10/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Meter
Leroy Garcia Leadership Fund,Political Committee,2,12/10/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Meter
Leroy Garcia Leadership Fund,Political Committee,13.86,12/10/21 0:00,City O' City,Denver,CO,80203,"Food, Beverages and Meals",Meeting Expense
Mccluskie For Colorado Leadership Fund,Political Committee,200,12/10/21 0:00,Katie March For Colorado,Denver,CO,80203,Contributions,
Mccluskie For Colorado Leadership Fund,Political Committee,200,12/10/21 0:00,Meghan Lukens For Colorado,Steamboat Springs,CO,80487,Contributions,
Putting Colorado First,Political Committee,1000,12/10/21 0:00,Kirkmeyer For Congress,Fort Lupton,CO,80621,Contributions,
We Are Weld,Political Committee,200,12/10/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,
Zenpac,Political Committee,200,12/10/21 0:00,Katie March For Colorado,Denver,CO,80203,Contributions,
Joann Ginal For Colorado Leadership Pac,Political Committee,3350,12/11/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Bird For Colorado Leadership Fund,Political Committee,200,12/12/21 0:00,Phil Weiser For Colorado,Denver,CO,80230,Contributions,
Blue Line Advocates Pac,Political Committee,300,12/12/21 0:00,Julie A Herrmann,Thornton,CO,80602,Consultant & Professional Services,
Blue Rising Victory Fund,Political Committee,5.97,12/12/21 0:00,Actblue,Cambridge,MA,2138,Fundraising Expenses,Processing Fees
Colorado Democratic Party,Political Party Committee,80.67,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fee
Colorado Democratic Party,Political Party Committee,0.4,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.4,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.4,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,8.7,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,630.85,12/12/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Fuerza,Small Donor Committee,1.98,12/12/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
Karen For Co Leadership Pac,Political Committee,200,12/12/21 0:00,Janice Marchman For Colorado Senate,Loveland,CO,80538,Contributions,
Mccluskie For Colorado Leadership Fund,Political Committee,200,12/12/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,
The Murse Pac,Political Committee,400,12/12/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
United Colorado Committee,Political Party Committee,10,12/12/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Rent & Utilities,In Kind - Web Hosting
Blueflower Fund,Small Donor Committee,16.3,12/13/21 0:00,Zoom Video Communications,San Jose,CA,95133,Office Equipment & Supplies,
Colin Pac,Political Committee,200,12/13/21 0:00,Pam Anderson For Sos,Wheat Ridge,CO,80033,Contributions,
Colorado Bankers Association State Pac,Political Committee,2500,12/13/21 0:00,Colorado Black Caucus,Denver,CO,80207,Contributions,Donation
Colorado Chamber Political Action Committee,Political Committee,1500,12/13/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Colorado Chamber Political Action Committee,Political Committee,200,12/13/21 0:00,Woog For House District 19,Fort Lupton,CO,80621,Contributions,
Colorado Chamber Political Action Committee,Political Committee,400,12/13/21 0:00,Coleman For Colorado,Denver,CO,80249,Contributions,
Colorado Society Of Anesthesiologists Small Donor Committee,Small Donor Committee,2.24,12/13/21 0:00,,,,,Bank Fees,Paypal Fee
Committee For Physician Anesthesia Care,Political Committee,24.83,12/13/21 0:00,,,,,Bank Fees,Paypal Fee
Doctors Company Colorado Pac (Colorado Docpac),Political Committee,152.98,12/13/21 0:00,Wells Fargo Bank,Santa Rosa,CA,95401,Bank Fees,Bank Fees
Edie Hooton Leadership Fund,Political Committee,200,12/13/21 0:00,Froelich For Colorado,Englewood,CO,80111,Contributions,
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/13/21 0:00,Coleman For Colorado,Denver,CO,80249,Contributions,2024 Primary/2024 General
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,50.24,12/13/21 0:00,,,,,Bank Fees,Bank Fee
Garnett Leadership Fund,Political Committee,159,12/13/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,68.1,12/13/21 0:00,Whole Foods,Denver,CO,80202,"Food, Beverages and Meals",
Leroy Garcia Leadership Fund,Political Committee,75.88,12/13/21 0:00,Stk Steakhouse,Denver,CO,80202,Travel & Lodging,Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,36.48,12/13/21 0:00,Uber Technologies Inc.,San Francisco,CA,94105,Travel & Lodging,Travel
Leroy Garcia Leadership Fund,Political Committee,58.96,12/13/21 0:00,Lowdown Brewery + Kitchen,Denver,CO,80203,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,67.46,12/13/21 0:00,Sam'S Club,Colorado Springs,CO,80906,Miscellaneous,Expenses
Leroy Garcia Leadership Fund,Political Committee,271.61,12/13/21 0:00,Capital Grille,Denver,CO,80202,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,832.63,12/13/21 0:00,Best Buy,Pueblo,CO,81008,Office Equipment & Supplies,Repairs
Leroy Garcia Leadership Fund,Political Committee,150,12/13/21 0:00,Verizon Wireless,Pueblo,CO,81008,Office Equipment & Supplies,Payment
Monica Pac,Political Committee,200,12/13/21 0:00,Katie March For Colorado,Denver,CO,80203,Contributions,
The Murse Pac,Political Committee,400,12/13/21 0:00,Lindsey For Colorado,Arvada,CO,80002,Contributions,
The Murse Pac,Political Committee,400,12/13/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Verizon Good Government Club Of Colorado,Political Committee,9.02,12/13/21 0:00,"Wells Fargo, N.A.",Charlotte,NC,28262,Bank Fees,Bank Fees
Benavidez For Colorado Leadership Fund,Political Committee,400,12/14/21 0:00,Elizabeth For Colorado,Glenwood Springs,CO,81601,Contributions,
Buckner For Colorado Leadership Fund,Political Committee,290,12/14/21 0:00,Senate Dems Cash Fund,Denver,CO,80203,Other,Dues
Cathy Kipp For Colorado Leadership Fund,Political Committee,900,12/14/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Edie Hooton For State House,Boulder,CO,80304,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Gray For Colorado,Broomfield,CO,80020,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Lindsey For Colorado,Arvada,CO,80002,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,2022 Primary & General
Coloradans For Western Values Leadership Pac,Political Committee,2,12/14/21 0:00,Us Bank,St. Paul,MN,55101,Bank Fees,
Colorado Liberty Fund,Political Committee,1408.85,12/14/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,500,12/14/21 0:00,Colorado Liberty Fund,Denver,CO,80205,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,500,12/14/21 0:00,Committee To Elect Cleave Simpson,Alamosa,CO,81101,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Van Beber For Senate,Eaton,CO,80615,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Friends Of Bob Rankin,Carbondale,CO,81623,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Friends Of Kevin Priola,Henderson,CO,80640,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Van Winkle For Colorado,Highlands Ranch,CO,80126,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Woog For House District 19,Fort Lupton,CO,80621,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Elect Paul Lundeen,Monument,CO,80132,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Mark Baisley For Colorado,Woodland Park,CO,80863,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/14/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,
Colorado Radiological Society Political Committee,Political Committee,5,12/14/21 0:00,,,,,Bank Fees,
Colorado Republican Leadership Fund,Political Committee,1408.85,12/14/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Colorado Republican Leadership Fund,Political Committee,400,12/14/21 0:00,Van Winkle For Colorado,Highlands Ranch,CO,80126,Contributions,
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/14/21 0:00,Woog For House District 19,Fort Lupton,CO,80621,Contributions,2022 Primary/2022 General
Garnett Leadership Fund,Political Committee,26,12/14/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,130,12/14/21 0:00,Comedor,Austin,TX,78701,"Food, Beverages and Meals",
Kc Becker Leadership Fund,Political Committee,824.23,12/14/21 0:00,Best Buy,Boulder,CO,80301,Office Equipment & Supplies,
Leroy Garcia Leadership Fund,Political Committee,41.7,12/14/21 0:00,Del Friscos,Denver,CO,80111,"Food, Beverages and Meals",Meeting Expense
Pettersen Pac,Political Committee,5,12/14/21 0:00,Us Bank,Lakewood,CO,80227,Bank Fees,
The Right Leadership Pac,Political Committee,1408.85,12/14/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,Leroy Garcia Leadership Fund,Pueblo,CO,81005,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,Fenberg Leadership Fund,Boulder,CO,80302,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,First Attempts Need Investments (Fani Pac),Vail,CO,81657,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,Herod Leadership Fund,Denver,CO,80207,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,625,12/14/21 0:00,Roberts Leadership Fund,Eagle,CO,81631,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Coleman For Colorado,Denver,CO,80249,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Rhonda Fields For Colorado,Aurora,CO,80011,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Committee To Elect Pete Lee,Colorado Springs,CO,80920,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Rodriguez For Colorado,Denver,CO,80222,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Gray For Colorado,Broomfield,CO,80020,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Vail Resorts Employee Political Action Committee,Political Committee,400,12/14/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,
Bird For Colorado Leadership Fund,Political Committee,400,12/15/21 0:00,Elect Judy Amabile - Hd 49,Boulder,CO,80302,Contributions,
Bird For Colorado Leadership Fund,Political Committee,400,12/15/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Bird For Colorado Leadership Fund,Political Committee,400,12/15/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,
Buckner For Colorado Leadership Fund,Political Committee,250,12/15/21 0:00,Jena For Colorado,Redacted,CO,0,Contributions,
Colorado Committee Of Auto Retailers (Colo C.A.R.),Political Committee,200,12/15/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Colorado Democratic Party,Political Party Committee,2500,12/15/21 0:00,Dave Young  For Colorado,Greeley,CO,80632,Contributions,Contribution
Colorado Intellectual And Developmental Disability Alliance,Political Committee,22.3,12/15/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Fee For Invoice #2
Colorado Off-Highway Vehicle Coalition,Political Committee,25,12/15/21 0:00,Colorado Off Highway Vehicle Coalition,Arvada,CO,80006,Contributions,This $25 Was Returned To The Original Contributor/Organization.   This Contribution Was Reported On The Nov 2 2021 Report
Colorado Optometric Association Small Donor Committee,Small Donor Committee,500,12/15/21 0:00,Sonya For Colorado,"Longmont,",CO,80504,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,300,12/15/21 0:00,Brianna For Colorado,Arvada,CO,80007,Contributions,
Colorado Optometric Association Small Donor Committee,Small Donor Committee,500,12/15/21 0:00,Dominick Moreno Political Committee (Dompac),Commerce City,CO,80022,Contributions,
